audio_filepath,texts
F2/Audio/inform_1245_13.wav,"келер жылдан бастап облыстық бюджет ауыл - ел бесігі жобасы аясындағы жөндеу жұмыстарын қолдап, аталған жобаға енбеген кейбір ауылдарды ғана қаржыландырады."
F2/Audio/inform_555_11.wav,нұр-сұлтан екінші турнирі жетінші наурызда мәреге жетеді.
F2/Audio/inform_4406_08.wav,"бағдарламаларда су алмасуды жақсарту үшін су жіберу құрылыстарын реконструкциялау шаралары да көзделген, - деді асқар мамин үкімет отырысында."
F2/Audio/inform_1350_16.wav,сауда саттық негізінде басқа адамдаға сатылады - деді қала құрылысын бақылау басқармасы басшысының орынбасары азат исламов.
F2/Audio/inform_1482_08.wav,мемлекеттік мерекенің дәрежесі бөлек.
F2/Audio/inform_3193_30.wav,коронавирусқа қарсы вакцина салынатын тәуекел тобындағы адамдар айқындалды.
F2/Audio/inform_721_06.wav,сіздерді одан әрі өркіндей беруге шақырамын.
F2/Audio/inform_595_18.wav,"яғни, ол ғылыми мектеп қалыптастырды."
F2/Audio/inform_1321_28.wav,лифт қалпына келтірілді.
F2/Audio/inform_559_4.wav,адамның ең басты құндылығы - өмірі мен денсаулығы күзетінде жүрген медицина қызметкерлеріне алғысымызды білдіреміз.
F2/Audio/inform_958_15.wav,сондықтан осы мәселе әрдайым менің назарымда болады.
F2/Audio/inform_920_02.wav,бұл туралы түркістан облысы өңірлік коммуникациялар қызметінде өткен брифингте қазақстан республикасы мемлекеттік қызмет істері агенттігі түркістан облысы бойынша департаментінің басшысы болат исақов мәлімдеді.
F2/Audio/inform_965_104.wav,бірақ авторлығын сатып алғаннан кейін ол кітапты қырық жыл бойы өзің шығара алмайсың.
F2/Audio/inform_1042_07.wav,"қазіргі кезде оны елге қайтару мәселесі шешілуде, - дейді ведомствоның баспасөз қызметі."
F2/Audio/inform_648_09.wav,ескерткіш өрт сөндіру және апаттық-құтқару жұмыстары қызметі мемлекеттік мекемесі үйінің жанына орнатылды.
F2/Audio/inform_1345_10.wav,екі ел арасындағы көпжақты және екіжақты қатынастар стратегиялық серіктестікке ұласты.
F2/Audio/inform_1305_10.wav,"оларда мақтаны қайта өңдеу бойынша бүтін бір бағдарлама жасалып, қабылданған."
F2/Audio/inform_589_13.wav,келушілер мен персоналдың індетті жұқтырып алу қатері азайғандықтан жоба келешекте бизнес пен халыққа карантиндік шектеулерді оңтайландыруға мүмкіндік береді.
F2/Audio/inform_1432_60.wav,оңтүстік корея елшісі ро мен го қазақстанның тәуелсіздік жариялағаны туралы өз үкіметіне хабарлап та қойғанын айтты.
F2/Audio/inform_1020_00.wav,"батыс қазақстан облысында он бір адамды тоғыз бүтін оннан екі миллион теңгеге отырғызып кеткен алаяқ сотталды, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_1348_05.wav,туындының сюжет желісі дулатидің әкесі мұхаммед хұсайынды әмір-темірдің немересі мұхаммед шайбани ханның өлтіруінен басталады.
F2/Audio/inform_1329_05.wav,"Сондай-ақ одаққа мүше мемлекеттердің қаржы нарықтарына кемсітушіліксіз қол жеткізуге мүмкіндік береді.
"
F2/Audio/inform_1266_02.wav,"үкімет осы іске араласып, қазір қарыз сегіз миллиард теңгені құрап отыр."
F2/Audio/inform_626_00.wav,ақмола облысында медицина қызметкерлеріне жатақхана берілді
F2/Audio/inform_3283_02.wav,"мемлекет субъектілерді қолдау үшін жеңілдіктер жасады, сондықтан жыл соңына қарай шамамен қырық жеті миллиард теңге біздің бюджетке түсуі мүмкін."
F2/Audio/inform_1265_18.wav,"сонымен қатар аулада тұрғындардың ыңғайлылығы үшін ойын алаңдары, демалуға арналған жасыл желекті аумақтар бар.
"
F2/Audio/inform_1471_03.wav,"патрульдік полиция қызметі жол жиегінде тұрған автобусты көріп, көмекке барды."
F2/Audio/inform_994_00.wav,"басқарма басшысының сөзінше, келер жылдан бастап мүгедектер осы портал арқылы оңалту құралдары мен арнайы қызметтерге өз бетінше тапсырыс бере алады."
F2/Audio/inform_2436_10.wav,"әйгерім бала кезінен шыдамды, тыныш, ұстамды."
F2/Audio/inform_595_22.wav,"дос-жарандары, шәкірттері және студенттер академикті еске алып, рухына тағызым етіп ескерткішіне гүл шоғын қойды."
F2/Audio/inform_657_04.wav,екі мың он төртінші жылы торайғыров атындағы павлодар мемлекеттік университетін құқық бакалавры мамандықтары бойынша аяқтаған.
F2/Audio/inform_2458_03.wav,себебі бұл шұғыл жағдай.
F2/Audio/inform_2440_8.wav,"қазандық және май құю станцияларын отын қорымен қамтамасыз етуді бақылауда ұстаңыздар , - деді өңір басшысы."
F2/Audio/inform_1013_04.wav,"Оның ішінде бес бүтін оннан бес мың жеке мектеп оқушылары, сонымен қатар республикалық білім беру мекемелерінде таратудамыз тартудамыз.
"
F2/Audio/inform_662_36.wav,"бір мың тоғыз жүз отыз төртінші жылы өмірінің соңына дейін алматы медицина институтында, қалыпты анатомия кафедрасында аспирант, ассистент, доцент, профессор, кафедра меңгерушісі болып жұмыс істеді."
F2/Audio/inform_1432_35.wav,"деп атап көрсетті, делінген құжатта."
F2/Audio/inform_2439_2.wav,заңсыз жарнамалағаны үшін қылмыстық кодекстің екі жүз тоқсан тоғызының-бірінші-бабы алты жылға дейін бас бостандығынан айыру жазасы енгізілді.
F2/Audio/inform_998_10.wav,"мен барша жастарды мақтан тұтамын, - деді мемлекет басшысы."
F2/Audio/inform_981_06.wav,қайырымдылық пен мейірімділік қанымызға сіңген қасиет.
F2/Audio/inform_2425_11.wav,"осыдан кейін мэй отыз бірінші қазанға дейін шегеруге мәжбүр болып, өзі де отставкаға кетті.
"
F2/Audio/inform_660_12.wav,еңбек жолы республикалық байқауының жеңімпаздарын салтанатты марапаттау рәсімі өтеді.
F2/Audio/inform_679_30.wav,жеңімпаздардың есімдері екі мың он тоғызыншы жылдың жетінші желтоқсанында өтетін марапаттау салтанатында жарияланады.
F2/Audio/inform_2450_088.wav,әрқашан қажетті кәсіптің бірі және бірегейі деп білемін.
F2/Audio/inform_2462_2.wav,"мемлекетаралық авиация комитетіндегілер мереке күндері де жұмыс істеп, тарқатылған мән-жайды бізге табыстауға уәде беріп отыр."
F2/Audio/inform_2405_07.wav,десе де екеуі де діттеген мақсатына жете алған жоқ.
F2/Audio/inform_3215_31.wav,қателесу қаупін арттырады.
F2/Audio/inform_3262_12.wav,"оның атап өтуінше, жұртшылықтың барлық ескертулері мен ұсыныстары оқулықтарды әзірлеу мен сараптама өткізуді нормативтік қамтамасыз етуді жетілдіру үшін құрылған қоғамдық-сараптамалық ашық алаңда талқыланатын болады."
F2/Audio/inform_585_11.wav,"корпоративтік табыс салығы түрінде түседі.
"
F2/Audio/inform_1009_05.wav,"оған қоса, қабылданған заң бойынша әкімшілік лауазымдарға конкурстан тыс тағайындалуға құқығы бар тұлғалардың аясы кеңейді."
F2/Audio/inform_2450_066.wav,"бұл бойынша енді әлгідей заңсыздықтар жасалса, ұстаздарды күштемек болғандар заң алдында жауап береді."
F2/Audio/inform_3252_17.wav,"елбасы, партия лидері нұрсұлтан әбішұлы назарбаев ерекше атап көрсеткендей, ұлы ұлытау - қазақ халқының қасиетті өңірі.
"
F2/Audio/inform_2410_21.wav,"олардың ішінде түпкі қарыз алушы үшін пайыздық мөлшерлемені тоғыздан алты пайызға дейін төмендету, несие мерзімінен үштен/бір аспайтын уақытқа жеңілдікті кезеңді енгізу және несиелендіру үшін тауарлар тізімін кеңейту шаралары бар."
F2/Audio/inform_2437_01.wav,"бұл туралы бас прокурордың орынбасары марат ахметжанов айтып берді, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_948_7.wav,солтүстік қазақстан облысы төтенше жағдайлар департаментінің дағдарыс жағдайлар басқармасының бастығы рүстем жұмағалиев.
F2/Audio/inform_988_11.wav,тек соңғы екі ай көлемінде бір мың бес жүз жетпіс бес сұраққа жауап берілді - деді шымкент қаласының бас имамы бақтыбай бейсенбаев.
F2/Audio/inform_662_16.wav,хазихан бөкейханов анастасия мәмбеталинаға жақсы дәрігер болу үшін анатомияны жақсы оқу керектігі туралы кеңес берген екен.
F2/Audio/inform_601_01.wav,"қостанайлық тобыл қазақстан құрамасының қақпашысы игорь шацкиймен еңбек шартын жасады, деп хабарлайды қазақпарат клубтың ресми сайтына сілтеме жасап.
"
F2/Audio/inform_1265_02.wav,пәтер кілттерін салтанатты табыстау рәсіміне облыс әкімінің бірінші орынбасары бекболат орынбеков арнайы қатысты.
F2/Audio/inform_1015_13.wav,сондай-ақ тараптардың құқықтары мен міндеттемелері көрініс тапқан бизнесті сыбайлас жемқорлыққа қарсы алып жүру туралы келісімдерге қол қойды.
F2/Audio/inform_2418_26.wav,-пиротехникалық бұйымдарды отқа тастауға.
F2/Audio/inform_987_172.wav,мәселен дәуіт пайғамбар қару-жарақтың пірі саналған.
F2/Audio/inform_3232_11.wav,елде оқу жылы басталғалы оқушылар арасында коронавирус жұқтырудың екі мың бес жүз отыз тоғыз жағдайы тіркелген.
F2/Audio/inform_3251_03.wav,"бұл пропорционалды модель әлемдік демократиялық тәжірибеге толық сәйкес келеді, саяси жүйені нығайтуға, демократияны дамытуға ықпал етеді, саяси партиялардың қызметін жандандырады."
F2/Audio/inform_2494_05.wav,"елбасымыз нұрсұлтан назарбаевтың осы заңды даярлау бойынша ұстаздардың жағдайын жақсарту, қағазбасылықтан, орынсыз есептіліктен босату және де тағы да басқа өзекті тапсырмаларды толығымен қамтылды."
F2/Audio/inform_942_03.wav,даярлық барысындағы маңызды элемент - күрделі метеожағдайға және түнгі уақытта ұшу.
F2/Audio/inform_987_022.wav,"дәптердің сорғыш қағазымен сүртіп, жей беретін едік.
"
F2/Audio/inform_2446_06.wav,оның басшылығымен өңірдегі денсаулық сақтау саласы жаңа серпін алады деген сенімдемін.
F2/Audio/inform_1017_13.wav,"ең бастысы тұрғын үйдің құнын сол қалпында ұстап тұруға тырысамыз, - деді облыс әкімі."
F2/Audio/inform_4413_05.wav,ал тасымалдау кезіндегі шығындар үш текше шақырымды құрайды.
F2/Audio/inform_627_28.wav,"оған себеп болған қазақтың қанышы, академик сәтбаев."
F2/Audio/inform_620_02.wav,"кездесу аса тартысты өтті.
"
F2/Audio/inform_953_087.wav,"мәселен, қытай халық республикасы тізіліміне қазақстан республикасы ветеринарлық қызметінің кепілдігімен қытай нарығына балық пен балық өнімдерін жеткізуге құқылы алпыс төрт кәсіпорын,
"
F2/Audio/inform_661_05.wav,"білікті теологтар мен психологтар халықтың дін мәселесіне қатысты сауалдарына жауап беріп қана қоймай, жеке қабылдаулар жүргізді."
F2/Audio/inform_952_05.wav,"жастар қанаты филиалы өкілдері жұмылдырылды, - дейді алматы қалалық ювеналды полиция басқармасының бастығы ләйлә әліпбаева."
F2/Audio/inform_2452_06.wav,аталмыш бес ауылға газ тарту жұмыстары басталып кетті.
F2/Audio/inform_3235_16.wav,"өз сөзінде ол жұртшылыққа белсенділік танытып, сайлаудан қалыс қалмауға шақырды."
F2/Audio/inform_648_07.wav,орталық қазақстан республикасының президенті нұрсұлтан назарбаевтың әлемдік дәстүрлі діндер көшбасшыларының екінші съезінде көтерген бастамасымен құрылды.
F2/Audio/inform_3202_07.wav,рустам әли мен қоғамдық келісім директоры сандуғаш дүйсенова жеңімпаздарға құрмет грамотасы мен бес жүз мың теңге көлемінде ақшалай сертификатты салтанатты түрде табыс етті.
F2/Audio/inform_959_24.wav,алаштың ғасырлар бойы армандаған арманы орындалды.
F2/Audio/inform_673_07.wav,бізбен бірге кәсіби марафоншылар мен әуесқой спортшылар жүгірді.
F2/Audio/inform_3208_07.wav,"оныншы желтоқсанда ақмола облысының кей жерлерінде және көкшетау қаласында тұман түседі, боран соғады."
F2/Audio/inform_1441_19.wav,"ал екі мың он екінші жылғы сәуірден қазақстан республикасының украинадағы төтенше және өкілетті елшісі, қазақстан республикасының молдова республикасындағы төтенше және өкілетті елшісі қызметін қоса атқарған."
F2/Audio/inform_690_02.wav,"әсіресе, қала маңындағы саяжай-алқаптарды газдандыру мен таза ауыз су тарту, қаладағы жолдарды реттеу, жолаушылар тасымалындағы қоғамдық көліктерді"
F2/Audio/inform_1022_18.wav,"қарттар үйінің тұрғындарына құнды сыйлықтар табысталып, мерекелік концерт ұйымдастырылды."
F2/Audio/inform_2431_00.wav,"бүгінгі таңда елімізде алты бүтін оннан үш миллионнан астам адам міндетті әлеуметтік сақтандыру жүйесінің қатысушысы, деп хабарлайды қазақпарат қазақстан республикасы еңбек және халықты әлеуметтік қорғау министрлігінің баспасөз қызметіне сілтеме жасап."
F2/Audio/inform_615_09.wav,"ол өзінің қоңыр даусымен, қасиетті қара домбыраның күмбірлеген үнімен сан ғасырлар бойы ұрпақтан-ұрпаққа тарап келе жатқан халық әндерін орындаумен танымал."
F2/Audio/inform_1269_07.wav,"қарапайым сыпайылықтың болмауы, тәртіп пен азаматтардың құқықтарын бұзу, сыбайлас жемқорлық және басқа да теріс қылықтар жасау ішкі істер органдарында қызмет ететін барлық адамдардың атына кір келтіреді."
F2/Audio/inform_3282_00.wav,өскемен қаласында өткен сайлау-екі мың жиырма бір: маңызы мен ерекшеліктері атты сарапшылар кеңесінің отырысында
F2/Audio/inform_1235_03.wav,тікұшақ толықтай қирап қалған.
F2/Audio/inform_683_06.wav,олардың иелері екі жүз қырық жеті миллион теңге бюджетке берешек.
F2/Audio/inform_3215_22.wav,президент сот және құқық қорғау жүйелерін реформалау мәселесіне де назар аударды.
F2/Audio/inform_2472_09.wav,ол елордалықтарға еуропада таралған қалалық туризм және спорт басқармаларының сапа стандартына сәйкестігі үшін берілді.
F2/Audio/inform_2455_18.wav,"тұтастай алғанда, жобаны іске асыру мультипликативті"
F2/Audio/inform_3278_3.wav,осы тауарлардың ішіндегі тоқыма бұйымдары ақтаудағы нөмірі үшінші арнайы әлеуметтік қызмет көрсету орталығы мен облыстық мамандандырылған балалар үйіне тегін берілді.
F2/Audio/inform_1488_12.wav,"ол дала қызы, біздің сүйікті дәрігер, бұл шұғылада болған еді, тақиялы періште, балалық шағымның аспаны фильмдерінде өз замандастарының тұлғасын жасады."
F2/Audio/inform_2486_5.wav,"солтүстік бөлігінде түнде жиырмажиырма бес, кей жерлерде отыз, күндіз он бесжиырма, кей жерлерде он градус аяз, оңтүстік бөлігінде түнде он жетіжиырма екі, кей жерлерде он екі, күндіз онон бес, кей желерде бес градус аяз болжанады, делінген хабарламада.
"
F2/Audio/inform_611_00.wav,"жексенбідегі онлайн-саммитте үлкен жиырмалыққа кіретін ел басшылары коронавирусқа қарсы вакциналар мен дәрі-дәрмектердің,
"
F2/Audio/inform_911_08.wav,"сондай-ақ, аудандары бойынша келеңсіз жағдайлардың алдын алу және оқиға болғанда хабарлама қалдыратын ортақ чат құрылатын болды."
F2/Audio/inform_1017_14.wav,"сонымен қатар алдағы уақытта тобыл өзенінің жағасында нұр әлем, астана, бәйтерек сияқты жаңа шағын аудандар пайда болады."
F2/Audio/inform_2410_47.wav,"квазимемлекеттік сектор субъектілерінің жұмыскерлері мен олардың жұбайы зайыбы болып табылатын жеке тұлғалар, үшінші кезеңде - екі мың жиырма төртінші жылғы бірінші қаңтардан бастап заңды тұлғалардың басшылары мен құрылтайшылары және олардың жұбайы,"
F2/Audio/inform_1474_20.wav,жаңа экономикалық ынтымақтастықтың салқын самал атты жаңа бағдарламасына қол қойғанын еске салды.
F2/Audio/inform_3210_10.wav,"өткен жылы жиырма екі мектепте бала саны нормадан тыс болған еді, оның санын он төртке дейін азайта алдық."
F2/Audio/inform_1300_04.wav,қазақстан республикасының тұңғыш президенті-елбасы нұрсұлтан әбішұлы назарбаев екі мың он тоғызыншы жылды жастар жылы деп жариялаған болатын.
F2/Audio/inform_4414_19.wav,қазіргі лауазымын екі мың он алтыншы жылдан бері атқарып келеді.
F2/Audio/inform_2444_02.wav,"әділет министрлігі заң жобалау қызметі мәселелері жөніндегі ведомствоаралық комиссия мүшелерімен бірлесіп, үкіметтің заң жобалау жұмыстарының екі мың жиырмасыншы жылға арналған жоспар жобасын әзірледі."
F2/Audio/inform_2427_03.wav,"біз жастарға арналған арендалық баспана бағдарламасын іске асыруды жалғастырамыз, - делінген елорда әкімдігі баспасөз қызметінің мәліметінде."
F2/Audio/inform_3229_09.wav,мемлекеттік органдарда сыбайлас жемқорлықтың алдын алуды тиісті түрде жүргізу қажеттігін атап өтті.
F2/Audio/inform_1345_12.wav,"испания королі фелипе өз құттықтау хатында испан халқы мен үкіметінің атынан қасым-жомарт тоқаевты тәуелсіздік күнімен құттықтап, достас қазақстан жұртына бейбітшілік және бақ-береке тіледі."
F2/Audio/inform_2425_24.wav,гонконгтегі ереуіл маусымнан бері гонконгте ауқымды наразылық акциялары жалғасып келеді.
F2/Audio/inform_3264_07.wav,"оның айтуынша, білім берудің жаңартылған мазмұны енгізілгенге дейін екі мың он бесінші жылы отыз пилоттық мектепте оқу бағдарламалары,"
F2/Audio/inform_1237_14.wav,"партияның қоғамдық комиссиялары мен кеңестері арқылы жергілікті әкімшіліктердің қандастар көтерген мәселелерді оңтайлы шешуіне көмектесуге, ықпал етуге болады."
F2/Audio/inform_2500_13.wav,"осыдан кейін жасақталған үкімет құрамының басым бөлігін бұрынғы министрлер қалыптастырғанымен, жаңадан тағайындалған лауазым иелері де болды."
F2/Audio/inform_2450_056.wav,"дәстүрі орнықты ұлыбританияның өзінде әлсіреп кеткен ұстаз мәртебесінің себеп-салдарын екі мың екі-екі мың атыншы жылдары арнайы зерттеп, нақты шараларды қолға алу үшін ұлттық жобасы қолға алынған."
F2/Audio/inform_1263_07.wav,ақпараттық-ағартушылық штаб біздің бірлескен қызметімізге жаңа серпін беріп.
F2/Audio/inform_605_05.wav,"әскери қызметші жағдайды бақылай отырып, әскери автомобиль полициясының жүргізушісі сержант жандос шаймердиновқа газелді бұғаттауға команда берді, ал өзі ұрыларды жүгіртіп ұстауды жүргізді."
F2/Audio/inform_967_00.wav,"шымкенттегі зообақты төрт жүз мыңнан аса адам тамашалаған.
"
F2/Audio/inform_3219_10.wav,бұл өңірде де тасқын мен су деңгейінің көтерілгені туралы хабарланып жатыр.
F2/Audio/inform_2483_13.wav,"қамқорлық жасауды жалғастырмақ, - деді жеңіс сейдоллаұлы.
"
F2/Audio/inform_995_2.wav,"бұл туралы бүгін жастар жылының жабылу және волонтер жылының ашылу салтанатында мемлекет басшысы қасым-жомарт тоқаев айтты, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_1474_30.wav,"сондай-ақ, елші қазақстан халқын тәуелсіздік күнімен құттықтады."
F2/Audio/inform_1015_10.wav,"восток моторс жауапкершілігі шектеулі серіктестігі кәсіпорындарының инвестициялар инвестициялық жобалары қосылды.
"
F2/Audio/inform_1437_23.wav,кейін алма-ата мен қайрат клубтарының намысын қорғады.
F2/Audio/inform_3228_5.wav,барлық сауда ұйымдары мен қоғамдық тамақтану орындарына клиенттерге жеткізу қызметін немесе онлайн режимде қызмет көрсетуге рұқсат етілген.
F2/Audio/inform_958_72.wav,бізге бұл бағытта нақты шаралар қабылдау қажет.
F2/Audio/inform_1032_02.wav,аудандық және облыстық тәртіп сақшылары жасөспірімнің мекен-жайын анықтауға бағытталған кең ауқымды жедел шараларды қабылдады.
F2/Audio/inform_953_069.wav,"сондықтан ауыл шаруашылығы министрлігінің тарапынан егер жерлер пайдаланылмаса, онда жалға алу келісімшартын біржақты ретте бұзу туралы ұсыныстар енгізілуде."
F2/Audio/inform_1298_05.wav,"қызықты қойылымды қызыға тамашалаған балақайлар түрлі ертегі кейіпкерлерін көріп, көңілді әуенге би биледі.
"
F2/Audio/inform_1316_00.wav,қазақстан республикасы тәуелсіздігінің жиырма сегіз жылдығы қарсаңында шымкенттің мұнай өңдеу зауыты қайырымдылық шарасын өткізді.
F2/Audio/inform_640_14.wav,"осы күні біз көшбасшымыз - нұрсұлтан әбішұлы назарбаев туралы мақтанышпен айтамыз, оның арқасында қазақстан тәуелсіз мемелекет болып, таңқаларлық жетістіктерге жетті."
F2/Audio/inform_609_12.wav,"сонымен қатар, өмірзақ шөкеев қожа ахмет ясауи кесенесінің айналасын абаттандыру жобасын тексерді."
F2/Audio/inform_1488_11.wav,"таңдаулы партиялары: жібек, қыз жібек, қарлығаш және гүлбаршын, алпамыс, риголетто, травиата.
"
F2/Audio/inform_1022_04.wav,"шараның биылғы жылдың тамыз айында өткен үшінші отырысында еліміздегі діни бірлестіктер, ассамблея өкілдері қабылдаған маңызды практикалық шешімдердің аясында өткізілгенін ерекше атап өткен жөн."
F2/Audio/inform_554_14.wav,"ал, түркістан-балтакөл, түркістан-қарнақ-кентау, кентау-ащысай бағыттарындағы жүз он үш бүтін оннан екі шақырым жол күрделі және орташа жөндеуден өткізілуде.
"
F2/Audio/inform_943_15.wav,"бұл қаражат алматы қаласының көлік және жол е жол желісінің жағдайын жақсартуға бағытталған.
"
F2/Audio/inform_932_3.wav,қазақстан республикасы президенті қасым-жомарт тоқаевтың жолдауында айтылған халықпен тиімді кері байланыс орнату мәселесін назарға алған ерлан айтаханов азаматтардың өтініштері мен ұсыныстарын тыңдады.
F2/Audio/inform_584_06.wav,"басшылардың орындаушыларға арақатынасы бірден жетіге дейін жеткізілді, қосалқы қызметтердің қызметі орталықтандырылды, өңірлік бөлімшелердің тоқсан пайызы таратылды."
F2/Audio/inform_4427_11.wav,"алты, он тоғызыншы желтоқсан аралығында шақырту үш бүтін оннан сегіз пайызға жоғарылаған."
F2/Audio/inform_3227_23.wav,екі тараптың әуе акомпаниялары аптасына жиырмадан он рейске дейін қысқарту туралы шешім қабылданғанын айтты.
F2/Audio/inform_2495_01.wav,"түзету мектептерінің түлектері үшін кәсіпкерлік негіздерін үйрететін орталық ашылды, деп хабарлайды қазақпарат тілшісі."
F2/Audio/inform_2482_07.wav,өңірде он төрт-жиырма тоғыз жас аралығындағы жүз алпыс үш мың қырық бес адам өмір сүреді.
F2/Audio/inform_1267_07.wav,нәтижесінде манчестер сити қарсыласын төрт те бір есебімен ойсырата жеңді.
F2/Audio/inform_2497_00.wav,"еліміздің бірқатар өңірінде ауа райының бұзылуына байланысты ескерту жарияланды, деп хабарлайды қазақпарат"
F2/Audio/inform_2418_00.wav,қазақстан республикасы денсаулық сақтау министрлігі қоғамдық денсаулық сақтау ұлттық орталығының
F2/Audio/inform_2500_24.wav,"оған қазақстан республикасы ақпарат және коммуникациялар министрлігінен ақпарат саласындағы функциялары мен өкілеттіктері беріле отырып, қазақстан республикасы ақпарат және қоғамдық даму министрлігіне, қазақстан республикасы қорғаныс және аэроғарыш өнеркәсібі министрлігі, қазақстан республикасы"
F2/Audio/inform_1350_02.wav,"алматыда екі мың он бірінші жылдан бастап қала аумағы екі есеге яғни, алпыс сегіз мың үш жүз елу бір гектарға дейін өскен."
F2/Audio/inform_965_131.wav,"басында мақұлданып еді, кейін қолдау таппай қалды."
F2/Audio/inform_1283_02.wav,біз - талай сынақтарды бастан өткерген халықпыз.
F2/Audio/inform_960_19.wav,біздің республикамыздың намысын қорғауға қазақстанның әр қаласынан он екі бала барды.
F2/Audio/inform_561_07.wav,"косметологиялық қызметтер көрсететін сұлулық салондары, шаштараздар, білім беру, үйірмелер, фитнес залдары, бассейндер, жаттығу залдары, қоғамдық моншалар, сауналар жұмыс істей алады."
F2/Audio/inform_918_12.wav,"олар диагностикадан өтіп, консультация және қымбат зертханалық қызметтерге қол жеткізеді, - дейді түркістан қалалық ауруханасының бас дәрігері жанар оспанова."
F2/Audio/inform_1478_02.wav,осыдан екі апта бұрын досым азамат темірханов екеуміз жетпіс шақырым жүгіріп келдік.
F2/Audio/inform_1279_20.wav,осы және тағы басқа қолдау шараларының арқасында өңірде дәрігерлер тапшылығы мәселесі біртіндеп шешіліп келеді - дейді құмар ақсақалов.
F2/Audio/inform_1283_47.wav,"барлығымыз президент қасым-жомарт кемелұлы тоқаевты қолдап, онымен бірге болуымыз керек."
F2/Audio/inform_569_13.wav,"өлмейтін жанға өлі балық жолығады демекші, стансаларға тоқтағанда, жергілікті тұрғындардың ұсынған тағамын алып, өзек жалғауға талғажау етіпті."
F2/Audio/inform_664_6.wav,кодекстің бес жүз тоқсаныншы бабы жетінші бөлігі бойынша отыз жеті мың  сегіз жүз жетпіс бес теңге сомасына айыппұл сала отырып жауаптылыққа тартылады.
F2/Audio/inform_2467_04.wav,"кристина кук екі жүз сексен сегіз күн жұмыс істеп, ісін әлі де жалғастыруда.
"
F2/Audio/inform_1253_26.wav,"ханаей, нью-йорк тұрғыны: - димаш - таңқаларлық әнші.
"
F2/Audio/inform_3236_11.wav,"сауалнама институттың жеке қаражатына екі мың жиырмасыншы жылдың желтоқсан айының бірінші аптасында сұхбат түрінде өткізілді,"
F2/Audio/inform_3289_03.wav,қалалық әкімдік біраз жұмыстар жүргізді.
F2/Audio/inform_1321_18.wav,бұл елдегі осындай ауқымдағы алғашқы пилоттық жоба.
F2/Audio/inform_1428_06.wav,"қатысушылардың болжамды санын, ұйымдастырушылардың және қоғамдық тәртіпті сақтауға жауапты адамдардың сауалнамалық деректерін көрсетілуі тиіс болатын."
F2/Audio/inform_689_0.wav,бизнестің ғылыми-зерттеу жұмыстарына кеткен шығыны субсидияланады.
F2/Audio/inform_3271_00.wav,нұр-сұлтанда жыл сайынғы жомарт жүрек сыйлығының жеңімпаздарын марапаттау рәсімі өтті.
F2/Audio/inform_584_14.wav,"жетінші, екеуінің президент әкімшілігі мен премьер-министрдің кеңсесінде, он бесінің ұлттық қауіпсіздік органдарында, жиырма тоғызының прокуратурада, он жетісінің азаматтық секторда жұмыс тәжірибесі бар.
"
F2/Audio/inform_1027_08.wav,"биыл комитетті және оның құрылымдық бөлімшелерін тексеру барысында қымқыру, қаржылық заң бұзушылықтар, бюджет қаражатын тиімсіз жоспарлау және пайдаланудың көптеген фактілері анықталды."
F2/Audio/inform_3229_00.wav,ақмола облысында пара алған ветеринар инспектор күдікке алынды.
F2/Audio/inform_4417_06.wav,арнайы есеп жөніндегі комитетінің төрағасы болып қызмет атқарған.
F2/Audio/inform_954_17.wav,құрылыс материалдары өндірісі саласы көптеген өнім түрлері бойынша импортқа тәуелділіктен құтылды.
F2/Audio/inform_3236_04.wav,екі мың жиырмасыншы жылдың он бірінші қарашасында қазақстан коммунистік халық партиясының он бесінші кезектен тыс съезінде партияның ребрендингі жарияланды.
F2/Audio/inform_1488_13.wav,"гастрольдік сапармен канадада, францияда, ақш-та, италияда, швецияда, египетте, алжирде, сирияда, үндістанда болды.
"
F2/Audio/inform_1332_11.wav,"сонымен қатар, химиялық өнеркәсіп, фармацевтикалық индустрия, жеңіл өнеркәсіп сенімді қарқынмен ілгерілеп келеді - деді министр."
F2/Audio/inform_589_65.wav,қазіргі кезде телеграмда  техникалық қолдау көрсету қызметі іске қосылған.
F2/Audio/inform_1039_132.wav,"шетел тілі - ағылшын тілін алатын болсақ, бұл тілдің жағдайы мүлде басқа."
F2/Audio/inform_618_27.wav,"ол сондай-ақ парақорлық тәуекелін төмендетуге ықпал етеді және мүдделі тараптарға сыбайлас жемқорлыққа қарсы бақылау жүйесін енгізу жөніндегі ұйым басшылығының ниетін көрсетеді, - деп атап өтті қайрат төребаев."
F2/Audio/inform_994_20.wav,ол төрт жүз мыңнан астам пайдаланушы мен екі жүз мың өнім берушіні қамтиды.
F2/Audio/inform_1300_12.wav,"бірқатар елдер арасындағы ынтымақтастық пен байланысты нығайту жайын сөз етіп, өзара пікір алмасты."
F2/Audio/inform_921_05.wav,сыйымдылығы он мың адамға шақталған.
F2/Audio/inform_1039_101.wav,"анам қазақ, әкем корей ұлтынан.
"
F2/Audio/inform_926_07.wav,"ұсталғандар қазір жауапкершілікке тартылуда, - деп хабарлады алматы облысының полиция департаментінің баспасөз қызметінде."
